LEVEL,LB_CODE,LB_HAB_FR,CD_HAB,EUNIS
G,G1.9133,Boulaies pyrénéennes,18281,G1.9133-Boulaies pyrénéennes
G,G1.914,Boulaies corses,11968,G1.914-Boulaies corses
G,G1.92,Boisements de <em>Populus tremula</em>,5574,G1.92-Boisements de <em>Populus tremula</em>
G,G1.921,Bois à <em>Populus tremula</em> intra-alpins,11994,G1.921-Bois à <em>Populus tremula</em> intra-alpins
G,G1.922,Bois de <em>Populus tremula</em> némoraux planitiaires,11995,G1.922-Bois de <em>Populus tremula</em> némoraux planitiaires
G,G1.923,Peuplements de <em>Populus tremula</em> montagnards,11996,G1.923-Peuplements de <em>Populus tremula</em> montagnards
G,G1.924,Peuplements de <em>Populus tremula</em> subméditerranéens,11997,G1.924-Peuplements de <em>Populus tremula</em> subméditerranéens
G,G1.93,Boisements de <em>Sorbus aucuparia</em>,5575,G1.93-Boisements de <em>Sorbus aucuparia</em>
G,G1.A,"Boisements mésotrophes et eutrophes à <em>Quercus</em>, <em>Carpinus</em>, <em>Fraxinus</em>, <em>Acer</em>, <em>Tilia</em>, <em>Ulmus</em> et boisements associés",1794,"G1.A-Boisements mésotrophes et eutrophes à <em>Quercus</em>, <em>Carpinus</em>, <em>Fraxinus</em>, <em>Acer</em>, <em>Tilia</em>, <em>Ulmus</em> et boisements associés"
G,G1.A1,"Boisements sur sols eutrophes et mésotrophes à <em>Quercus</em>, <em>Fraxinus</em> et <em>Carpinus betulus</em>",5578,"G1.A1-Boisements sur sols eutrophes et mésotrophes à <em>Quercus</em>, <em>Fraxinus</em> et <em>Carpinus betulus</em>"
G,G1.A11,Chênaies atlantiques mixtes à <em>Hyacinthoides non-scripta</em>,12009,G1.A11-Chênaies atlantiques mixtes à <em>Hyacinthoides non-scripta</em>
G,G1.A12,Frênaies-chênaies et chênaies-charmaies aquitaniennes,12010,G1.A12-Frênaies-chênaies et chênaies-charmaies aquitaniennes
G,G1.A13,Frênaies-chênaies subatlantiques à <em>Primula elatior</em>,12011,G1.A13-Frênaies-chênaies subatlantiques à <em>Primula elatior</em>
G,G1.A131,Frênaies-chênaies à Arum,18336,G1.A131-Frênaies-chênaies à Arum
G,G1.A132,Frênaies-chênaies à Corydale,18337,G1.A132-Frênaies-chênaies à Corydale
G,G1.A133,Frênaies-chênaies à Ail des ours,18338,G1.A133-Frênaies-chênaies à Ail des ours
G,G1.A14,Chênaies-charmaies subatlantiques à <em>Stellaria</em>,12038,G1.A14-Chênaies-charmaies subatlantiques à <em>Stellaria</em>
G,G1.A141,Chênaies-charmaies nord-occidentales,18350,G1.A141-Chênaies-charmaies nord-occidentales
G,G1.A142,Chênaies-charmaies sur marnes de Lorraine,18351,G1.A142-Chênaies-charmaies sur marnes de Lorraine
G,G1.A143,Chênaies-charmaies collinéennes de Bourgogne,18352,G1.A143-Chênaies-charmaies collinéennes de Bourgogne
G,G1.A144,Chênaies-charmaies des plaines de Bourgogne,18354,G1.A144-Chênaies-charmaies des plaines de Bourgogne
G,G1.A15,Chênaies - Charmaies faméniennes,12043,G1.A15-Chênaies - Charmaies faméniennes
G,G1.A16,Chênaies-charmaies subcontinentales,12044,G1.A16-Chênaies-charmaies subcontinentales
G,G1.A161,Chênaies-charmaies à Gaillet des bois,18238,G1.A161-Chênaies-charmaies à Gaillet des bois
G,G1.A17,Chênaies-charmaies calciphiles subatlantiques,11941,G1.A17-Chênaies-charmaies calciphiles subatlantiques
G,G1.A171,Chênaies-charmaies calciphiles subatlantiques,18257,G1.A171-Chênaies-charmaies calciphiles subatlantiques
G,G1.A172,Chênaies-charmaies xérophiles subatlantiques à <em>Anthericum</em>,18260,G1.A172-Chênaies-charmaies xérophiles subatlantiques à <em>Anthericum</em>
G,G1.A173,Frênaies-chênaies calciphiles subatlantiques à Scilles,18261,G1.A173-Frênaies-chênaies calciphiles subatlantiques à Scilles
G,G1.A18,Chênaies-charmaies sud-alpines,11952,G1.A18-Chênaies-charmaies sud-alpines
G,G1.A19,Chênaies-frênaies pyrénéo-cantabriques,11961,G1.A19-Chênaies-frênaies pyrénéo-cantabriques
G,G1.A2,Frênaies non riveraines,5579,G1.A2-Frênaies non riveraines
G,G1.A23,Frênaies pyrénéo-cantabriques,12007,G1.A23-Frênaies pyrénéo-cantabriques
G,G1.A25,Frênaies mixtes atlantiques à <em>Hyacinthoides non-scripta</em>,12013,G1.A25-Frênaies mixtes atlantiques à <em>Hyacinthoides non-scripta</em>
G,G1.A26,Frênaies aquitaniennes,12014,G1.A26-Frênaies aquitaniennes
G,G1.A27,Frênaies subatlantiques,12015,G1.A27-Frênaies subatlantiques
G,G1.A28,Frênaies lutétiennes calciphiles,12016,G1.A28-Frênaies lutétiennes calciphiles
G,G1.A29,Frênaies post-culturales,12017,G1.A29-Frênaies post-culturales
G,G1.A3,Boisements de <em>Carpinus betulus</em>,5582,G1.A3-Boisements de <em>Carpinus betulus</em>
G,G1.A31,Charmaies occidentales,12025,G1.A31-Charmaies occidentales
G,G1.A4,Forêts de ravin et de pente,5590,G1.A4-Forêts de ravin et de pente
G,G1.A41,Forêts de ravin médio-européennes,12039,G1.A41-Forêts de ravin médio-européennes
G,G1.A411,Forêts de ravin calciclines à Frêne et Érable sycomore,18355,G1.A411-Forêts de ravin calciclines à Frêne et Érable sycomore
G,G1.A4111,"Forêts de ravin à Frêne, Érable sycomore et Langue de cerf",21034,"G1.A4111-Forêts de ravin à Frêne, Érable sycomore et Langue de cerf"
G,G1.A4112,"Forêts de ravin à Frêne, Érable sycomore et Lunaire",21042,"G1.A4112-Forêts de ravin à Frêne, Érable sycomore et Lunaire"
G,G1.A4114,"Forêts de ravin à Frêne, Érable sycomore et Barbe-de-bouc",21049,"G1.A4114-Forêts de ravin à Frêne, Érable sycomore et Barbe-de-bouc"
G,G1.A4115,Forêts de ravin alpines à Érable sycomore et Hépatique,21050,G1.A4115-Forêts de ravin alpines à Érable sycomore et Hépatique
G,G1.A412,"Forêts de ravin acidophiles à Frêne, Érable sycomore et Tilleul",18251,"G1.A412-Forêts de ravin acidophiles à Frêne, Érable sycomore et Tilleul"
G,G1.A413,Forêts mixtes à Érable sycomore et herbes hautes,18258,G1.A413-Forêts mixtes à Érable sycomore et herbes hautes
G,G1.A42,Forêts de pente hercyniennes,11942,G1.A42-Forêts de pente hercyniennes
G,G1.A43,Forêts de pente mixtes périalpines à <em>Fraxinus</em> et <em>Acer pseudoplatanus</em>,11943,G1.A43-Forêts de pente mixtes périalpines à <em>Fraxinus</em> et <em>Acer pseudoplatanus</em>
G,G1.A44,Ormaies-chênaies pyrénéo-cantabriques,11982,G1.A44-Ormaies-chênaies pyrénéo-cantabriques
G,G1.A45,Forêts thermophiles mixtes alpines et périalpines à <em>Tilia</em>,11983,G1.A45-Forêts thermophiles mixtes alpines et périalpines à <em>Tilia</em>
G,G1.A452,"Forêts thermophiles mixtes déalpines à Chêne, Érable et Tilleul",18262,"G1.A452-Forêts thermophiles mixtes déalpines à Chêne, Érable et Tilleul"
G,G1.A453,Forêts mixtes sud-alpines à Tilleul,18263,G1.A453-Forêts mixtes sud-alpines à Tilleul
G,G1.A5,Tillaies,5567,G1.A5-Tillaies
G,G1.A51,Tillaies occidentales,11953,G1.A51-Tillaies occidentales
G,G1.A6,Ormaies non riveraines,5568,G1.A6-Ormaies non riveraines
G,G1.A61,Ormaies à <em>Ulmus minor</em>,11977,G1.A61-Ormaies à <em>Ulmus minor</em>
G,G1.A611,Ormaies à Violette odorante,18309,G1.A611-Ormaies à Violette odorante
G,G1.A612,Ormaies thermo-atlantiques,18310,G1.A612-Ormaies thermo-atlantiques
G,G1.A62,Ormaies à <em>Ulmus glabra</em> et <em>Ulmus laevis</em>,11978,G1.A62-Ormaies à <em>Ulmus glabra</em> et <em>Ulmus laevis</em>
G,G1.A7,Forêts mixtes caducifoliées de la mer Noire et de la mer Caspienne,5572,G1.A7-Forêts mixtes caducifoliées de la mer Noire et de la mer Caspienne
G,G1.A8,Érablaies eurosibériennes,5569,G1.A8-Érablaies eurosibériennes
G,G1.B,Aulnaies non riveraines,1793,G1.B-Aulnaies non riveraines
G,G1.B1,Aulnaies à <em>Alnus cordata</em>,5570,G1.B1-Aulnaies à <em>Alnus cordata</em>
G,G1.B2,Aulnaies némorales,5571,G1.B2-Aulnaies némorales
G,G1.B21,Aulnaies atlantiques à <em>Alnus glutinosa</em>,11966,G1.B21-Aulnaies atlantiques à <em>Alnus glutinosa</em>
G,G1.C,Plantations forestières très artificielles de feuillus caducifoliés,1810,G1.C-Plantations forestières très artificielles de feuillus caducifoliés
G,G1.C1,Plantations de <em>Populus</em>,5668,G1.C1-Plantations de <em>Populus</em>
G,G1.C11,Plantations de Peupliers sur mégaphorbiaie,12220,G1.C11-Plantations de Peupliers sur mégaphorbiaie
G,G1.C12,Autres plantations de Peupliers,12221,G1.C12-Autres plantations de Peupliers
G,G1.C2,Plantations de <em>Quercus</em> caducifoliés exotiques,5681,G1.C2-Plantations de <em>Quercus</em> caducifoliés exotiques
G,G1.C3,Plantations de <em>Robinia</em>,5682,G1.C3-Plantations de <em>Robinia</em>
G,G1.C4,Autres plantations d'arbres feuillus caducifoliés,5683,G1.C4-Autres plantations d'arbres feuillus caducifoliés
G,G1.D,Vergers d'arbres fruitiers et d'arbres à noix,1813,G1.D-Vergers d'arbres fruitiers et d'arbres à noix
G,G1.D1,Plantations de <em>Castanea sativa</em>,5684,G1.D1-Plantations de <em>Castanea sativa</em>
G,G1.D2,Plantations de <em>Juglans</em>,5685,G1.D2-Plantations de <em>Juglans</em>
G,G1.D3,Plantations de <em>Prunus amygdalus</em>,5686,G1.D3-Plantations de <em>Prunus amygdalus</em>
G,G1.D4,Vergers d'arbres fruitiers,5687,G1.D4-Vergers d'arbres fruitiers
G,G1.D5,Autres vergers de hautes tiges,5691,G1.D5-Autres vergers de hautes tiges
G,G2,Forêts de feuillus sempervirents,619,G2-Forêts de feuillus sempervirents
G,G2.1,Forêts de <em>Quercus</em> sempervirents méditerranéennes,1814,G2.1-Forêts de <em>Quercus</em> sempervirents méditerranéennes
G,G2.11,Chênaies à <em>Quercus suber</em>,5692,G2.11-Chênaies à <em>Quercus suber</em>
G,G2.111,Chênaies à <em>Quercus suber</em> tyrrhéniennes,12227,G2.111-Chênaies à <em>Quercus suber</em> tyrrhéniennes
G,G2.1111,Chênaies à Chêne-liège provençales,18455,G2.1111-Chênaies à Chêne-liège provençales
G,G2.1112,Chênaies à Chêne-liège corses,18456,G2.1112-Chênaies à Chêne-liège corses
G,G2.1116,Chênaies à Chêne-liège catalanes,18466,G2.1116-Chênaies à Chêne-liège catalanes
G,G2.114,Chênaies à <em>Quercus suber</em> aquitaniennes,12241,G2.114-Chênaies à <em>Quercus suber</em> aquitaniennes
G,G2.12,Chênaies à <em>Quercus ilex</em>,5695,G2.12-Chênaies à <em>Quercus ilex</em>
G,G2.121,Chênaies à <em>Quercus ilex</em> mésoméditerranéennes,12254,G2.121-Chênaies à <em>Quercus ilex</em> mésoméditerranéennes
G,G2.1211,Chênaies à Chêne vert ibériques nord-occidentales,18475,G2.1211-Chênaies à Chêne vert ibériques nord-occidentales
G,G2.1212,Chênaies à Chêne vert des plaines catalano-provençales,18476,G2.1212-Chênaies à Chêne vert des plaines catalano-provençales
G,G2.1213,Chênaies à Chêne vert des collines catalano-provençales,18477,G2.1213-Chênaies à Chêne vert des collines catalano-provençales
G,G2.1215,Chênaies à Chêne vert des plaines corses,18479,G2.1215-Chênaies à Chêne vert des plaines corses
G,G2.1216,Chênaies à Chêne vert des collines corses,18372,G2.1216-Chênaies à Chêne vert des collines corses
G,G2.122,Chênaies à <em>Quercus ilex</em> supraméditerranéennes,12068,G2.122-Chênaies à <em>Quercus ilex</em> supraméditerranéennes
G,G2.123,Chênaies à <em>Quercus ilex</em> aquitaniennes,12069,G2.123-Chênaies à <em>Quercus ilex</em> aquitaniennes
G,G2.2,Forêts eurasiennes sclérophylles continentales,1799,G2.2-Forêts eurasiennes sclérophylles continentales
G,G2.21,Boisements méditerranéo-atlantiques à <em>Quercus</em> et <em>Laurus</em>,5631,G2.21-Boisements méditerranéo-atlantiques à <em>Quercus</em> et <em>Laurus</em>
G,G2.4,Boisements à <em>Ceratonia siliqua</em> et <em>Olea europea</em>,1802,G2.4-Boisements à <em>Ceratonia siliqua</em> et <em>Olea europea</em>
G,G2.41,Bois d'<em>Olea europea</em> sauvage,5644,G2.41-Bois d'<em>Olea europea</em> sauvage
G,G2.42,Bois de <em>Ceratonia siliqua</em>,5649,G2.42-Bois de <em>Ceratonia siliqua</em>
G,G2.6,Bois d'<em>Ilex aquifolium</em>,1805,G2.6-Bois d'<em>Ilex aquifolium</em>
G,G2.8,Plantations forestières très artificielles de feuillus sempervirents,1809,G2.8-Plantations forestières très artificielles de feuillus sempervirents
G,G2.81,Plantations d'<em>Eucalyptus</em>,5665,G2.81-Plantations d'<em>Eucalyptus</em>
G,G2.82,Plantations de <em>Quercus</em> exotiques sempervirents,5669,G2.82-Plantations de <em>Quercus</em> exotiques sempervirents
G,G2.83,Autres plantations de feuillus sempervirents,5670,G2.83-Autres plantations de feuillus sempervirents
G,G2.9,Vergers et bosquets sempervirents,1811,G2.9-Vergers et bosquets sempervirents
G,G2.91,Oliveraies à <em>Olea europaea</em>,5671,G2.91-Oliveraies à <em>Olea europaea</em>
G,G2.92,Vergers d'agrumes,5672,G2.92-Vergers d'agrumes
G,G2.94,Autres vergers sempervirents,5674,G2.94-Autres vergers sempervirents
G,G3,Forêts de conifères,618,G3-Forêts de conifères
G,G3.1,Boisements à <em>Picea</em> et à <em>Abies</em>,1812,G3.1-Boisements à <em>Picea</em> et à <em>Abies</em>
G,G3.11,Forêts neutrophiles médio-européennes à <em>Abies</em>,5675,G3.11-Forêts neutrophiles médio-européennes à <em>Abies</em>
G,G3.111,Sapinières neutrophiles intra-alpines,12222,G3.111-Sapinières neutrophiles intra-alpines
G,G3.1111,Sapinières à Oxalis,18440,G3.1111-Sapinières à Oxalis
G,G3.1112,Sapinières à hautes herbes,18441,G3.1112-Sapinières à hautes herbes
G,G3.1113,Sapinières à Trochiscanthe,18442,G3.1113-Sapinières à Trochiscanthe
G,G3.112,Sapinières neutrophiles hercynio-alpines,12223,G3.112-Sapinières neutrophiles hercynio-alpines
G,G3.1121,Sapinières neutrophiles périalpines,18459,G3.1121-Sapinières neutrophiles périalpines
G,G3.11211,Sapinières-pessières neutrophiles périalpines,21137,G3.11211-Sapinières-pessières neutrophiles périalpines
G,G3.11212,Hêtraies-sapinières neutrophiles périalpines,21138,G3.11212-Hêtraies-sapinières neutrophiles périalpines
G,G3.113,Sapinières pyrénéennes,12242,G3.113-Sapinières pyrénéennes
G,G3.12,Sapinières à <em>Abies alba</em> calciphiles,5696,G3.12-Sapinières à <em>Abies alba</em> calciphiles
G,G3.121,Sapinières calcicoles intra-alpines,12244,G3.121-Sapinières calcicoles intra-alpines
G,G3.122,Sapinières calcicoles des Alpes externes,12255,G3.122-Sapinières calcicoles des Alpes externes
G,G3.13,Sapinières à <em>Abies alba</em> acidophiles,5700,G3.13-Sapinières à <em>Abies alba</em> acidophiles
G,G3.131,Sapinières acidophiles intra-alpines,12258,G3.131-Sapinières acidophiles intra-alpines
G,G3.132,Sapinières acidophiles hercynio-alpines,12259,G3.132-Sapinières acidophiles hercynio-alpines
G,G3.1321,Sapinières acidophiles périalpines,18480,G3.1321-Sapinières acidophiles périalpines
G,G3.133,Sapinières à Rhododendron,12271,G3.133-Sapinières à Rhododendron
G,G3.1331,Sapinières à Rhododendron pyrénéennes,18483,G3.1331-Sapinières à Rhododendron pyrénéennes
G,G3.1332,Sapinières à Rhododendron alpines,18484,G3.1332-Sapinières à Rhododendron alpines
G,G3.1333,Sapinières à Rhododendron sur blocs,18358,G3.1333-Sapinières à Rhododendron sur blocs
G,G3.14,Sapinières à <em>Abies alba</em> corses,5593,G3.14-Sapinières à <em>Abies alba</em> corses
G,G3.1B,Pessières subalpines des Alpes et des Carpates,5679,G3.1B-Pessières subalpines des Alpes et des Carpates
G,G3.1B1,Pessières à Airelles,12224,G3.1B1-Pessières à Airelles
G,G3.1B2,Pessières subalpines à hautes herbes,12225,G3.1B2-Pessières subalpines à hautes herbes
G,G3.1B21,Pessières subalpines à <em>Adenostyles glabra</em>,18443,G3.1B21-Pessières subalpines à <em>Adenostyles glabra</em>
G,G3.1B22,Pessières subalpines à <em>Adenostyles alliariae</em>,18444,G3.1B22-Pessières subalpines à <em>Adenostyles alliariae</em>
G,G3.1B3,Pessières subalpines humides,12228,G3.1B3-Pessières subalpines humides
G,G3.1B4,Pessières subalpines xérophiles,12229,G3.1B4-Pessières subalpines xérophiles
G,G3.1B5,Pessières des stations froides,12230,G3.1B5-Pessières des stations froides
G,G3.1C,Pessières montagnardes intra-massifs,5697,G3.1C-Pessières montagnardes intra-massifs
G,G3.1C1,Pessières montagnardes intra-alpines acidophiles,12245,G3.1C1-Pessières montagnardes intra-alpines acidophiles
G,G3.1C2,Pessières montagnardes intra-alpines calciphiles,12246,G3.1C2-Pessières montagnardes intra-alpines calciphiles
G,G3.1C3,Pessières montagnardes intra-alpines à Gaillet,12260,G3.1C3-Pessières montagnardes intra-alpines à Gaillet
G,G3.1C4,Pessières montagnardes intra-alpines à hautes herbes,12261,G3.1C4-Pessières montagnardes intra-alpines à hautes herbes
G,G3.1C5,Pessières montagnardes intra-alpines tourbeuses,12262,G3.1C5-Pessières montagnardes intra-alpines tourbeuses
G,G3.1F,Pessières de <em>Picea abies</em> extrazonales,5598,G3.1F-Pessières de <em>Picea abies</em> extrazonales
G,G3.1F1,Pessières subalpines du Jura,12059,G3.1F1-Pessières subalpines du Jura
G,G3.1F3,Pessières périalpines à <em>Bazzania</em>,12061,G3.1F3-Pessières périalpines à <em>Bazzania</em>
G,G3.1F4,Pessières montagnardes hercynio-alpines,12062,G3.1F4-Pessières montagnardes hercynio-alpines
G,G3.1F41,Pessières montagnardes médio-européennes,18394,G3.1F41-Pessières montagnardes médio-européennes
G,G3.1I,Reboisements d'<em>Abies</em>,5605,G3.1I-Reboisements d'<em>Abies</em>
G,G3.1I1,Reboisements d'<em>Abies alba</em>,12085,G3.1I1-Reboisements d'<em>Abies alba</em>
G,G3.1J,Reboisements de <em>Picea abies</em>,5606,G3.1J-Reboisements de <em>Picea abies</em>
G,G3.2,Boisements alpins à <em>Larix</em> et <em>Pinus cembra</em>,1796,G3.2-Boisements alpins à <em>Larix</em> et <em>Pinus cembra</em>
G,G3.23,"Forêts occidentales à <em>Larix</em>, <em>Pinus cembra</em> et <em>Pinus uncinata</em>",5611,"G3.23-Forêts occidentales à <em>Larix</em>, <em>Pinus cembra</em> et <em>Pinus uncinata</em>"
G,G3.24,Formations alpines secondaires à <em>Larix</em>,5612,G3.24-Formations alpines secondaires à <em>Larix</em>
G,G3.3,Pinèdes à <em>Pinus uncinata</em>,1798,G3.3-Pinèdes à <em>Pinus uncinata</em>
G,G3.31,Pinèdes de <em>Pinus uncinata</em> à <em>Rhododendron ferrugineum</em>,5623,G3.31-Pinèdes de <em>Pinus uncinata</em> à <em>Rhododendron ferrugineum</em>
G,G3.311,Pinèdes de Pin à crochet à Rhododendron des Alpes externes,12128,G3.311-Pinèdes de Pin à crochet à Rhododendron des Alpes externes
G,G3.312,Pinèdes de Pin à crochets à Rhododendron du Jura,12129,G3.312-Pinèdes de Pin à crochets à Rhododendron du Jura
G,G3.313,Pinèdes de Pin à crochets à Rhododendron des Pyrénées,12130,G3.313-Pinèdes de Pin à crochets à Rhododendron des Pyrénées
G,G3.32,Pinèdes à <em>Pinus uncinata</em> xéroclines,5633,G3.32-Pinèdes à <em>Pinus uncinata</em> xéroclines
G,G3.321,Pinèdes à Pin à crochets intra-alpines,12136,G3.321-Pinèdes à Pin à crochets intra-alpines
G,G3.322,Pinèdes de Pin à crochets à Genévrier et à Raisin d'ours des Alpes externes,12137,G3.322-Pinèdes de Pin à crochets à Genévrier et à Raisin d'ours des Alpes externes
G,G3.323,Pinèdes à Pins à crochets du Ventoux,12138,G3.323-Pinèdes à Pins à crochets du Ventoux
G,G3.324,Pinèdes à Pin à crochets des soulanes pyrénéennes,12139,G3.324-Pinèdes à Pin à crochets des soulanes pyrénéennes
G,G3.3241,Pinèdes de Pin à crochets à Véronique,18420,G3.3241-Pinèdes de Pin à crochets à Véronique
G,G3.3242,Pinèdes de Pin à crochets à Raisin d'ours pyrénéennes,18421,G3.3242-Pinèdes de Pin à crochets à Raisin d'ours pyrénéennes
G,G3.325,Pinèdes de Pin à crochets à Pulsatille,12162,G3.325-Pinèdes de Pin à crochets à Pulsatille
G,G3.33,Reboisements de <em>Pinus uncinata</em>,5645,G3.33-Reboisements de <em>Pinus uncinata</em>
G,G3.4,Pinèdes à <em>Pinus sylvestris</em> au sud de la taïga,1803,G3.4-Pinèdes à <em>Pinus sylvestris</em> au sud de la taïga
G,G3.42,Pinèdes à <em>Pinus sylvestris</em> médio-européennes,5654,G3.42-Pinèdes à <em>Pinus sylvestris</em> médio-européennes
G,G3.421,Pinèdes à Pin sylvestre subcontinentales,12185,G3.421-Pinèdes à Pin sylvestre subcontinentales
G,G3.4212,Pinèdes à Pin sylvestre des plaines occidentales,18433,G3.4212-Pinèdes à Pin sylvestre des plaines occidentales
G,G3.422,Pinèdes à Pin sylvestre hercyniennes,12198,G3.422-Pinèdes à Pin sylvestre hercyniennes
G,G3.4223,Pinèdes à Pin sylvestre des Vosges,18377,G3.4223-Pinèdes à Pin sylvestre des Vosges
G,G3.4224,Pinèdes à Pin sylvestre des grès du Luxembourg,18378,G3.4224-Pinèdes à Pin sylvestre des grès du Luxembourg
G,G3.423,Pinèdes steppiques de l'ouest de l'Eurasie,12063,G3.423-Pinèdes steppiques de l'ouest de l'Eurasie
G,G3.4231,Pinèdes steppiques du Rhin,18381,G3.4231-Pinèdes steppiques du Rhin
G,G3.43,Forêts steppiques intra-alpines à <em>Ononis</em>,5601,G3.43-Forêts steppiques intra-alpines à <em>Ononis</em>
G,G3.44,Pinèdes de <em>Pinus sylvestris</em> à Bruyère des neiges,5602,G3.44-Pinèdes de <em>Pinus sylvestris</em> à Bruyère des neiges
G,G3.441,Pinèdes de Pin sylvestre à Bruyère des neiges alpines,12090,G3.441-Pinèdes de Pin sylvestre à Bruyère des neiges alpines
G,G3.45,Forêts steppiques intra-alpines à <em>Minuartia laricifolia</em>,5614,G3.45-Forêts steppiques intra-alpines à <em>Minuartia laricifolia</em>
G,G3.46,Pinèdes à <em>Pinus sylvestris</em> mésophiles pyrénéennes,5615,G3.46-Pinèdes à <em>Pinus sylvestris</em> mésophiles pyrénéennes
G,G3.461,Pinèdes à Pin sylvestre mésophiles calcicoles pyrénéennes,12102,G3.461-Pinèdes à Pin sylvestre mésophiles calcicoles pyrénéennes
G,G3.462,Pinèdes à Pin sylvestre mésophiles silicicoles pyrénéennes,12118,G3.462-Pinèdes à Pin sylvestre mésophiles silicicoles pyrénéennes
G,G3.47,Pinèdes à <em>Pinus sylvestris</em> du Massif central,5624,G3.47-Pinèdes à <em>Pinus sylvestris</em> du Massif central
G,G3.48,Pinèdes à <em>Pinus sylvestris</em> mésophiles des Alpes sud-occidentales,5625,G3.48-Pinèdes à <em>Pinus sylvestris</em> mésophiles des Alpes sud-occidentales
G,G3.49,Pinèdes à <em>Pinus sylvestris</em> supraméditerranéennes,5634,G3.49-Pinèdes à <em>Pinus sylvestris</em> supraméditerranéennes
G,G3.4A,Pinèdes à <em>Pinus sylvestris</em> ibériques calcicoles,5635,G3.4A-Pinèdes à <em>Pinus sylvestris</em> ibériques calcicoles
G,G3.4B,Pinèdes à <em>Pinus sylvestris</em> ibériques silicicoles,5642,G3.4B-Pinèdes à <em>Pinus sylvestris</em> ibériques silicicoles
G,G3.4B1,Pinèdes à Pin sylvestre pyrénéennes xérophiles,12140,G3.4B1-Pinèdes à Pin sylvestre pyrénéennes xérophiles
G,G3.4F,Reboisements de <em>Pinus sylvestris</em> européens,5657,G3.4F-Reboisements de <em>Pinus sylvestris</em> européens
G,G3.5,Pinèdes à <em>Pinus nigra</em>,1806,G3.5-Pinèdes à <em>Pinus nigra</em>
G,G3.53,Pinèdes à <em>Pinus salzmannii</em>,5680,G3.53-Pinèdes à <em>Pinus salzmannii</em>
G,G3.531,Pinèdes à Pin de Salzmann des Causses,12214,G3.531-Pinèdes à Pin de Salzmann des Causses
G,G3.532,Pinèdes à Pin de Salzmann pré-pyrénéennes,12215,G3.532-Pinèdes à Pin de Salzmann pré-pyrénéennes
G,G3.54,Pinèdes corses à <em>Pinus laricio</em>,5688,G3.54-Pinèdes corses à <em>Pinus laricio</em>
G,G3.57,Reboisements de <em>Pinus nigra</em>,5693,G3.57-Reboisements de <em>Pinus nigra</em>
G,G3.7,Pinèdes méditerranéennes planitiaires à montagnardes (hors <em>Pinus nigra</em>),1816,G3.7-Pinèdes méditerranéennes planitiaires à montagnardes (hors <em>Pinus nigra</em>)
G,G3.71,Pinèdes à <em>Pinus pinaster ssp. Atlantica</em> maritimes,5699,G3.71-Pinèdes à <em>Pinus pinaster ssp. Atlantica</em> maritimes
G,G3.711,Pinèdes à <em>Pinus pinaster ssp. atlantica</em> et à <em>Quercus ilex</em> des Charentes,12267,G3.711-Pinèdes à <em>Pinus pinaster ssp. atlantica</em> et à <em>Quercus ilex</em> des Charentes
G,G3.712,Pinèdes de <em>Pinus pinaster ssp. atlantica</em> et à <em>Quercus suber</em> aquitaniennes,12268,G3.712-Pinèdes de <em>Pinus pinaster ssp. atlantica</em> et à <em>Quercus suber</em> aquitaniennes
G,G3.713,Plantations de Pin maritime des Landes,12269,G3.713-Plantations de Pin maritime des Landes
G,G3.72,Pinèdes à <em>Pinus pinaster ssp. Pinaster</em> (<em>Pinus mesogeensis</em>),5599,G3.72-Pinèdes à <em>Pinus pinaster ssp. Pinaster</em> (<em>Pinus mesogeensis</em>)
G,G3.722,Pinèdes à Pin mésogéen des Corbières,12057,G3.722-Pinèdes à Pin mésogéen des Corbières
G,G3.723,Pinèdes à Pin mésogéen franco-italiennes,12058,G3.723-Pinèdes à Pin mésogéen franco-italiennes
G,G3.724,Pinèdes à Pin mésogéen corses,12064,G3.724-Pinèdes à Pin mésogéen corses
G,G3.73,Pinèdes à <em>Pinus pinea</em>,5600,G3.73-Pinèdes à <em>Pinus pinea</em>
G,G3.733,Pinèdes à Pin parasol provençales,12074,G3.733-Pinèdes à Pin parasol provençales
G,G3.734,Pinèdes à Pin parasol corses,12075,G3.734-Pinèdes à Pin parasol corses
G,G3.74,Pinèdes à <em>Pinus halepensis</em>,5608,G3.74-Pinèdes à <em>Pinus halepensis</em>
G,G3.743,Pinèdes à <em>Pinus halepensis</em> provenço-liguriennes,12093,G3.743-Pinèdes à <em>Pinus halepensis</em> provenço-liguriennes
G,G3.744,Pinèdes à <em>Pinus halepensis</em> corses,12094,G3.744-Pinèdes à <em>Pinus halepensis</em> corses
G,G3.9,Bois de conifères dominés par les <em>Cupressaceae</em> ou les <em>Taxaceae</em>,1797,G3.9-Bois de conifères dominés par les <em>Cupressaceae</em> ou les <em>Taxaceae</em>
G,G3.92,Bois à <em>Juniperus thurifera</em>,5620,G3.92-Bois à <em>Juniperus thurifera</em>
G,G3.927,Bois pyrénéens à Genévrier thurifère,12154,G3.927-Bois pyrénéens à Genévrier thurifère
G,G3.928,Bois de Genévrier thurifère sud-alpins,12155,G3.928-Bois de Genévrier thurifère sud-alpins
G,G3.929,Bois de Genévrier thurifère de l'Isère,12156,G3.929-Bois de Genévrier thurifère de l'Isère
G,G3.92A,Bois de Genévrier thurifère corses,12157,G3.92A-Bois de Genévrier thurifère corses
