TRIGRAMME,NOM_VALIDE,CD_NOM
Eucrub,"Eucalyptus rubida H.Deane & Maiden, 1899","611742"
Eucrubrub,"Eucalyptus rubida subsp. rubida H.Deane & Maiden, 1899","923797"
Eucrud,"Eucalyptus rudis Endl., 1837","611741"
Eucsco,"Eucalyptus scoparia Maiden, 1905","611743"
Eucser,"Eucalyptus serraensis Ladiges & Whiffin, 1993","717196"
Eucsid,"Eucalyptus sideroxylon A.Cunn. ex Woolls, 1887","453244"
Eucsidsid,"Eucalyptus sideroxylon subsp. sideroxylon A.Cunn. ex Woolls, 1887","718576"
Eucsidtri,"Eucalyptus sideroxylon subsp. tricarpa L.A.S.Johnson, 1962","718352"
Eucsie,"Eucalyptus sieberi L.A.S.Johnson, 1962","611727"
Eucsmi,"Eucalyptus smithii R.T.Baker, 1899","717197"
Eucste,"Eucalyptus stellulata Sieber ex DC., 1828","611726"
Eucsub,"Eucalyptus subcrenulata Maiden & Blakely, 1929","611709"
Eucter,"Eucalyptus tereticornis Sm., 1795","445841"
Eucurn,"Eucalyptus urnigera Hook.f., 1847","619422"
Eucver2,"Eucalyptus vernicosa Hook.f., 1847","611711"
Eucver3,"Eucalyptus verrucata Ladiges & Whiffin, 1995","717198"
Eucvim,"Eucalyptus viminalis Labill., 1806","97411"
Trical3,"Tristaniopsis calobuxus Brongn. & Gris, 1863","673446"
Tricap3,"Tristaniopsis capitulata Brongn. & Gris, 1863","673448"
Trigla4,"Tristaniopsis glauca Brongn. & Gris, 1866","673449"
Trigui,Tristaniopsis guillainii Vieill. ex Brongn. & Gris,"674387"
Triguibal,"Tristaniopsis guillainii var. balansana (Tison) J.W.Dawson, 1985","674540"
Triguigui,Tristaniopsis guillainii var. guillainii Vieill. ex Brongn. & Gris,"674608"
Trijaf,"Tristaniopsis jaffrei J.W.Dawson, 1985","674433"
Triluc,"Tristaniopsis lucida J.W.Dawson, 1985","673450"
Trimac2,"Tristaniopsis macphersonii J.W.Dawson, 1985","673451"
Trimin,"Tristaniopsis minutiflora J.W.Dawson, 1985","673452"
Trinin,"Tristaniopsis ninndoensis J.W.Dawson, 1985","674285"
Tripol2,"Tristaniopsis polyandra (Guillaumin) Peter G.Wilson & J.T.Waterh., 1982","673453"
Triret2,"Tristaniopsis reticulata J.W.Dawson, 1985","673454"
Trivie2,"Tristaniopsis vieillardii Brongn. & Gris, 1865","674286"
Triyat,Tristaniopsis yateensis J.W.Dawson,"673455"
LepDC.,"Leptospermeae DC., 1827","893332"
LepJ.R,"Leptospermum J.R.Forst. & G.Forst., 1775","445845"
Leplae,"Leptospermum laevigatum (Gaertn.) F.Muell., 1858","717290"
MelBur,"Melaleuceae Burnett, 1835","893320"
CalR.B2,"Callistemon R.Br., 1814","190211"
Calcit,"Callistemon citrinus (Curtis) Skeels, 1913","87461"
Calcoc,"Callistemon coccineus F.Muell., 1858","717111"
Calspe,"Callistemon speciosus (Sims) Sweet, 1828","629239"
"MelL.,4","Melaleuca L., 1767","445846"
Melbre,"Melaleuca brevisepala (J.W.Dawson) Craven & J.W.Dawson, 1998","671658"
Melbro,"Melaleuca brongniartii Däniker, 1933","671413"
Melbus,"Melaleuca buseana (Guillaumin) Craven & J.W.Dawson, 1939","671657"
Meldaw,Melaleuca dawsonii Craven,"671655"
Melgni,"Melaleuca gnidioides Brongn. & Gris, 1864","671414"
Melhal,"Melaleuca halmaturorum F.Muell. ex Miq., 1859","969428"
Melpan,"Melaleuca pancheri (Brongn. & Gris) Craven & J.W.Dawson, 1998","671656"
Melsph,Melaleuca sphaerodendra Craven & J.W.Dawson,"672256"
Melsphsph,Melaleuca sphaerodendra var. sphaerodendra Craven & J.W.Dawson,"673711"
Melsphmic,"Melaleuca sphaerodendra var. microphylla (Virot) Craven & J.W.Dawson, 1998","673712"
Metbre,"Metrosideros brevistylis J.W.Dawson, 1984","671415"
Metcac,"Metrosideros cacuminum J.W.Dawson, 1984","671416"
Metche,"Metrosideros cherrieri J.W.Dawson, 1984","671417"
Metcolfea,Metrosideros collina var. feanii F.Br.,"448686"
Metcolnuk,Metrosideros collina var. nukuhivensis F.Br.,"448688"
Metcoltem,"Metrosideros collina var. temehaniensis J.W.Moore, 1963","448689"
Metcoltov,Metrosideros collina var. toviana F.Br.,"448690"
Metdol,"Metrosideros dolichandra Schltr. ex Guillaumin, 1934","672137"
Metele,"Metrosideros elegans (Montrouz.) Beauvis., 1901","830128"
Meteng,"Metrosideros engleriana Schltr., 1907","671418"
Methum,"Metrosideros humboldtiana Guillaumin, 1938","671419"
Metlau,"Metrosideros laurifolia Brongn. & Gris, 1865","700759"
Metlon,"Metrosideros longipetiolata J.W.Dawson, 1984","672138"
Metmic,"Metrosideros microphylla (Schltr.) J.W.Dawson, 1984","672457"
Metnit,"Metrosideros nitida Brongn. & Gris, 1864","671420"
Metope,Metrosideros operculata Labill.,"672257"
Metopeope,Metrosideros operculata var. operculata Labill.,"674263"
Metopefra,"Metrosideros operculata var. francii J.W.Dawson, 1984","673435"
Metore,"Metrosideros oreomyrtus Däniker, 1933","671421"
Metpan,"Metrosideros paniensis J.W.Dawson, 1984","671422"
Metpat,"Metrosideros patens J.W.Dawson, 1984","672139"
Metpor,"Metrosideros porphyrea Schltr., 1907","671423"
Metpun,"Metrosideros punctata J.W.Dawson, 1985","671424"
Metrot,"Metrosideros rotundifolia J.W.Dawson, 2000","672090"
Mettar,Metrosideros tardiflora (J.W.Dawson) Pillon,"830274"
Mettet,"Metrosideros tetrasticha Guillaumin, 1953","672140"
Metwhi,"Metrosideros whitakeri J.W.Dawson, 2000","671876"
MyrDC.,"Myrteae DC., 1827","893323"
Accsel,"Acca sellowiana (O.Berg) Burret, 1941","705763"
Amolum,"Amomyrtus luma (Molina) D.Legrand & Kausel, 1948","82146"
Arcbal,"Archirhodomyrtus baladensis (Brongn. & Gris) Burret, 1941","673421"
Arcpai2,"Archirhodomyrtus paitensis (Schltr.) Burret, 1941","673422"
Arctur,"Archirhodomyrtus turbinata (Schltr.) Burret, 1941","673423"
Arcvie,"Archirhodomyrtus vieillardii (Brongn. & Gris) Burret, 1941","673424"
Calrev,"Calycolpus revolutus (Schauer) O.Berg, 1856","734372"
Declan,"Decaspermum lanceolatum J.W.Moore, 1933","447397"
Eugamo,"Eugenia amosensis N.Snow, 2016","830222"
Eugarg,"Eugenia argyrophylla B.Holst & M.L.Kawas., 2000","734384"
Eugarm,"Eugenia armeniaca Sagot, 1885","734385"
Eugbal,"Eugenia balansae Guillaumin, 1938","671398"
Eugbel,"Eugenia belepiana J.W.Dawson ex N.Snow, 2018","921619"
Eugbos,"Eugenia bosseri J.Guého & A.J.Scott, 1980","706268"
Eugbro,Eugenia brongniartiana Guillaumin,"671399"
Eugbul,Eugenia bullata Pancher,"671400"
Eugbux,"Eugenia buxifolia Lam., 1789","710398"
Eugcal,Eugenia calycorectioides Guillaumin,"671401"
Eugcho,"Eugenia choungiensis Byng & N.Snow, 2016","852782"
Eugcom,"Eugenia comorensis H.Perrier, 1952","807337"
Eugcor,"Eugenia cordata (Sw.) DC., 1828","629684"
Eugcow,"Eugenia cowanii McVaugh, 1969","734389"
Eugcuc,"Eugenia cucullata Amshoff, 1950","734390"
Eugdaa,"Eugenia daaouiensis Guillaumin, 1938","671402"
Eugdae,Eugenia daenikeri Guillaumin,"671403"
Eugden,"Eugenia denigrata McVaugh, 1969","734392"
Eugeri,"Eugenia ericoides Guillaumin, 1938","672133"
Euggac,"Eugenia gacognei Montrouz., 1860","671404"
Euggal,"Eugenia galbaoensis Mattos, 2005","779471"
Euggat,"Eugenia gatopensis Guillaumin, 1938","671405"
Euggom,"Eugenia gomonenensis (Guillaumin) J.W.Dawson & N.Snow, 2016","672010"
Euggri,"Eugenia griseiflora McVaugh, 1969","779673"
Euggri2,"Eugenia grisiana Guillaumin, 1938","672134"
Euggry,"Eugenia gryposperma Krug & Urb. ex Urb., 1895","629689"
Eughec,"Eugenia heckelii Pancher & Sebert, 1874","830163"
Eughom,"Eugenia homedeboana N.Snow, 2016","830244"
Eughor,"Eugenia horizontalis Pancher ex Brongn. & Gris, 1865","671875"
Eughue,"Eugenia huerlimannii Guillaumin, 1962","671406"
Eugins,"Eugenia insulartensis J.W.Dawson ex N.Snow, 2018","921585"
Eugkaa,"Eugenia kaalensis Guillaumin, 1953","672135"
Euglot,"Eugenia lotoides (Guillaumin) J.W.Dawson & N.Snow, 2016","672009"
Eugmen,"Eugenia mendute Guillaumin, 1939","671768"
Eugmes,"Eugenia mespiloides Lam., 1789","706270"
Eugmor,"Eugenia morii B.Holst & M.L.Kawas., 2000","734406"
Eugmou,"Eugenia mouensis Baker f., 1921","671407"
Eugmyr,Eugenia myrtioides Brongn.,"700600"
Eugneo,Eugenia neocaledonia Baker f.,"672008"
Eugneo2,"Eugenia neograndifolia Mattos, 2005","893341"
Eugnou,"Eugenia noumeensis Guillaumin, 1939","671408"
Eugovi,"Eugenia ovigera Brongn. & Gris, 1865","672220"
Eugpal,"Eugenia paludosa Pancher ex Brongn. & Gris, 1865","671409"
Eugpas,"Eugenia pascaliana Byng, Bernardini & N.Snow, 2016","852783"
Eugplu,"Eugenia plurinervia N. Snow, Munzinger & Callm., 2016","837360"
Eugpoi,"Eugenia poimbailensis (Guillaumin) J.W.Dawson & N.Snow, 2016","672011"
Eugpoi2,"Eugenia poiteaui O.Berg, 1856","893681"
Eugpro,"Eugenia producta DC., 1828","734412"
Eugpte,Eugenia pterocarpa (Vieill. ex Pancher & Sebert) Baill.,"672136"
Eugqua,"Eugenia quadriovulata Amshoff, 1942","894136"
Eugsar,"Eugenia sarasinii Guillaumin, 1921","671410"
Eugsic,"Eugenia sicifolia J.W.Dawson & N.Snow, 2016","834931"
Eugstr,"Eugenia stricta Pancher ex Brongn. & Gris, 1865","671411"
Eugsty,"Eugenia styphelioides (Schltr.) J.W.Dawson & N.Snow, 2016","672012"
Eugtch,"Eugenia tchambaensis J.W.Dawson & N.Snow, 2016","834933"
Eugtet,"Eugenia tetramera (McVaugh) M.L.Kawas. & B.Holst, 1994","734416"
Eugtiw,"Eugenia tiwakaensis J.W.Dawson & N.Snow, 2016","834934"
Eugvei,"Eugenia veillonii N.Snow & Callm., 2016","672456"
Eugvir,"Eugenia virotii Guillaumin, 1953","671412"
Gosala,"Gossia alaternoides (Brongn. & Gris) N.Snow, 2010","674375"
Gosalaala,"Gossia alaternoides var. alaternoides (Brongn. & Gris) N.Snow, 2010","674590"
Gosalapul,"Gossia alaternoides var. pulchrifolius (Guillaumin) N.Snow, 2010","674591"
Gosang,"Gossia angustifolia N.Snow, 2020","953512"
Gosaph,"Gossia aphthosa (Brongn. & Gris) N.Snow, 2010","674087"
Gosaphaph,"Gossia aphthosa subsp. aphthosa (Brongn. & Gris) N.Snow, 2010","953527"
Gosaphaus,"Gossia aphthosa subsp. austro-orientalis N.Snow & K.Gandhi, 2020","953528"
Gosaphlon,"Gossia aphthosa subsp. longipedunculata N.Snow & Munzinger, 2020","953529"
Gosbou,"Gossia bourailensis N.Snow, 2020","953530"
Gosclu,"Gossia clusioides (Brongn. & Gris) N.Snow, 2010","674376"
Goscluclu,"Gossia clusioides var. clusioides (Brongn. & Gris) N.Snow, 2010","674605"
Goscluava,"Gossia clusioides subsp. avanguiensis N.Snow, 2020","953531"
Goscluble,"Gossia clusioides subsp. bleuensis N.Snow, 2020","953820"
Gosclucal,"Gossia clusioides subsp. callmanderiana N.Snow, 2020","953823"
Gosclumao,"Gossia clusioides subsp. maoyana N.Snow, 2020","953830"
Goscluplo,"Gossia clusioides subsp. ploumensis (Däniker) N.Snow, 2020","674596"
Gosclurem,"Gossia clusioides subsp. rembaiensis N.Snow, 2020","953847"
Gosclutao,"Gossia clusioides subsp. taomensis N.Snow, 2020","953848"
Gosclutie,"Gossia clusioides subsp. tiebaghiensis N.Snow, 2020","953849"
Goscol,"Gossia colnettiana (Guillaumin) N.Snow, 2010","674089"
Goscon,"Gossia conduplicata N.Snow, 2020","953850"
Goscon2,"Gossia conspicua (Vieill. ex Guillaumin) N.Snow, 2020","953851"
Gosdiv,"Gossia diversifolia (Brongn. & Gris) N.Snow, 2010","674090"
Goskaa,"Gossia kaalaensis N.Snow, 2020","953853"
Goskat,"Gossia katepahiensis N.Snow, 2020","953854"
Goskua,"Gossia kuakuensis (Baker f.) N.Snow, 2010","953858"
Gosman,"Gossia mandjeliaensis N.Snow, 2020","953859"
Gosnga,"Gossia ngaensis N.Snow, 2020","953860"
Gosnig,"Gossia nigripes (Guillaumin) N.Snow, 2010","674095"
Gosoua,"Gossia ouazangouensis N.Snow, 2020","953861"
Gospan,"Gossia pancheri (Brongn. & Gris) N.Snow, 2010","674462"
Gosram,"Gossia ramiflora N.Snow, 2020","953863"
Gosvir,"Gossia virotii (Guillaumin) N.Snow, 2010","674099"
KanN.S,"Kanakomyrtus N.Snow, 2009","672651"
Kandaw,"Kanakomyrtus dawsoniana N.Snow, 2009","674083"
Kanlon,"Kanakomyrtus longipetiolata N.Snow, 2009","674244"
Kanmcp,"Kanakomyrtus mcphersonii N.Snow, 2009","674084"
Kanmyr,Kanakomyrtus myrtopsidoides Guillaumin ex N.Snow,"674082"
Kanpro,"Kanakomyrtus prominens N.Snow, 2009","674085"
Kanrev,"Kanakomyrtus revoluta N.Snow, 2009","674245"
Myratt,"Myrcia attenuata M.F.Santos, 2015","920527"
Myrbol,"Myrcia boldinghii (Urb.) K.Campbell & K.Samra, 2019","975903"
Myrcou,"Myrcia coumete (Aubl.) DC., 1828","734425"
Myrneo,"Myrcia neobracteata A.R.Lourenço & E.Lucas, 2018","920535"
Myrneo2,"Myrcia neoelegans K.Campbell & K.Samra, 2019","975902"
Myrneo3,"Myrcia neoforsteri A.R.Lourenço & E.Lucas, 2018","920550"
Myrneo4,"Myrcia neomontana E.Lucas & C.E.Wilson, 2016","893831"
Myrpul2,"Myrcia pullei (Burret ex Amshoff) A.R.Lourenço & E.Lucas, 2018","920553"
Myrrup,"Myrcia rupta M.L.Kawas. & B.Holst, 1994","734437"
Myrspl,"Myrcia splendens (Sw.) DC., 1828","630205"
MyrBur2,"Myrtastrum Burret, 1941","672692"
Myrruf,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret, 1941","674432"
"MyrL.,2","Myrtus L., 1753","195025"
Myrcom2,"Myrtus communis L., 1753","109186"
Plicos,"Plinia costata Amshoff, 1950","893497"
Plipin,"Plinia pinnata L., 1753","630453"
Rhoand,"Rhodamnia andromedoides Guillaumin, 1938","673443"
Rholoc,"Rhodomyrtus locellata (Guillaumin) Burret, 1941","671425"
Uroart,Uromyrtus artensis (Montrouz.) Burret,"673456"
Urobau,Uromyrtus baumannii (Guillaumin) N.Snow & Guymer,"673897"
Urobil,"Uromyrtus billardierei (Seem.) A.J.Scott, 1979","674287"
Uroema,Uromyrtus emarginata (Pancher ex Brongn. & Gris) Burret,"673457"
Uronek,"Uromyrtus nekouana (Guillaumin) Burret, 1941","673458"
Urongo,"Uromyrtus ngoyensis (Schltr.) Burret, 1941","673459"
Uropau,"Uromyrtus paulotchensis (Guillaumin) Burret, 1941","673460"
Urosun,"Uromyrtus sunshinensis (Guillaumin) N.Snow & Guymer, 2001","673896"
Urosup,"Uromyrtus supraaxillaris (Guillaumin) Burret, 1941","674288"
Urothy,Uromyrtus thymifolia (Guillaumin) Burret,"673461"
MyrNie,"Myrtinae Nied., 1893","893324"
Syzacr,Syzygium acre (Pancher ex Guillaumin) J.W.Dawson,"671718"
Syzagg,"Syzygium aggregatum J.W.Dawson, 1999","671719"
Syzami,"Syzygium amieuense (Guillaumin) J.W.Dawson, 1999","671720"
Syzaou,"Syzygium aoupinianum J.W.Dawson, 1999","671721"
Syzape,"Syzygium apetiolatum J.W.Dawson, 1999","671722"
Syzarb,"Syzygium arboreum (Baker f.) J.W.Dawson, 1999","672236"
Syzaur,"Syzygium auriculatum Brongn. & Gris, 1865","671426"
Syzaus,"Syzygium austrocaledonicum (Seem.) Guillaumin, 1938","671427"
Syzbal,"Syzygium baladense (Brongn. & Gris) J.W.Dawson, 1999","671742"
Syzbal2,"Syzygium balansae (Guillaumin) J.W.Dawson, 1999","671743"
Syzbau,"Syzygium baudouinii (Brongn. & Gris) N.Snow, Byng & J.W.Dawson, 2017","921586"
Syzbor,"Syzygium borbonicum J.Guého & A.J.Scott, 1980","706847"
Syzbou,"Syzygium boulindaense J.W.Dawson, 1999","671723"
Syzbra,"Syzygium brachycalyx (Baker f.) J.W.Dawson, 1999","671744"
Syzbre,"Syzygium brevioperculatum J.W.Dawson, 1999","671724"
Syzbre2,"Syzygium brevipes (Brongn. & Gris) J.W.Dawson, 1999","672211"
Syzbro,"Syzygium brongniartii (Merr. & L.M.Perry) J.W.Dawson, 1999","671745"
Syzbul,"Syzygium bullatum (Brongn. & Gris) N.Snow & Byng, 2017","921587"
Syzcap,"Syzygium capillaceum (Brongn. & Gris) J.W.Dawson, 1999","672091"
Syzcoc,"Syzygium coccineum J.W.Dawson, 1999","672459"
Syzcom,"Syzygium comorense Byng & N.Snow, 2016","852784"
Syzcon,"Syzygium conceptionis Guillaumin, 1938","671428"
Syzcor,"Syzygium cordemoyi Bosser & Cadet, 1987","706848"
Syzcym,"Syzygium cymosum (Lam.) DC., 1828","706849"
Syzcymcym,"Syzygium cymosum var. cymosum (Lam.) DC., 1828","707209"
Syzcymmon,"Syzygium cymosum var. montanum J.Guého & A.J.Scott, 1980","707168"
Syzdaw,"Syzygium dawsoniana N.Snow, S.L.Young & Callm., 2016","830224"
Syzden,"Syzygium densiflorum Brongn. & Gris, 1865","671429"
Syzdep,"Syzygium deplanchei (Guillaumin) J.W.Dawson, 1999","671746"
Syzele,"Syzygium elegans (Brongn. & Gris) J.W.Dawson, 1999","671747"
Syzfil,"Syzygium filiflorum J.W.Dawson, 1999","671725"
Syzfra,"Syzygium francii (Guillaumin) N.Snow, Byng & Munzinger, 2017","921610"
Syzfru,"Syzygium frutescens Brongn. & Gris, 1865","671430"
Syzgui,"Syzygium guillauminii J.W.Dawson, 1999","671726"
Syzhog,Syzygium hoghianum Petitm. & Bonati,"672080"
Syzhum,"Syzygium humblotii (H.Perrier) Labat & G.E.Schatz, 2002","807542"
Syzign,"Syzygium ignambiense (Baker f.) N.Snow & Byng, 2017","921588"
Syzjaf,"Syzygium jaffrei J.W.Dawson, 1999","671727"
Syzkon,"Syzygium koniamboense J.W.Dawson, 1999","671728"
Syzkou,"Syzygium koumacense J.W.Dawson, 1999","671729"
Syzkri,"Syzygium kriegeri Guillaumin, 1938","671755"
Syzkue,"Syzygium kuebiniense J.W.Dawson, 1999","671730"
Syzlab,"Syzygium labatii Byng & N.Snow, 2016","852785"
Syzlat,"Syzygium lateriflorum Brongn. & Gris, 1865","671431"
Syzlax,"Syzygium laxeracemosum (Guillaumin) J.W.Dawson, 1999","671754"
Syzlec,"Syzygium lecardii Guillaumin, 1938","671432"
Syzlif,"Syzygium lifuanum Däniker, 1933","671433"
Syzlon,"Syzygium longifolium (Brongn. & Gris) J.W.Dawson, 1999","671748"
Syzmac,"Syzygium macranthum Brongn. & Gris, 1865","672458"
Syzmeo,"Syzygium meorianum J.W.Dawson, 1999","671731"
Syzmic,"Syzygium micans Brongn. & Gris, 1866","671434"
Syzmou,"Syzygium mouanum Guillaumin, 1938","671435"
Syzmul,Syzygium multipetalum Pancher ex Brongn. & Gris,"672212"
Syznan,"Syzygium nanum J.W.Dawson, 1999","672414"
Syzneo,"Syzygium neocaledonicum (Seem.) J.W.Dawson, 1999","672416"
Syzneo2,"Syzygium neoeugenioides N.Snow, Byng & J.W.Dawson, 2017","921589"
Syzneo3,Syzygium neolaurifolium N.Snow & Byng,"921590"
Syzngo,"Syzygium ngoyense (Schltr.) Guillaumin, 1939","671436"
Syznit,"Syzygium nitens J.W.Dawson, 1999","671732"
Syzpan,"Syzygium pancheri Brongn. & Gris, 1865","671437"
Syzpan2,"Syzygium paniense (Baker f.) J.W.Dawson, 1999","671749"
Syzpar,"Syzygium parvicarpum J.W.Dawson, 1999","671733"
Syzpen,"Syzygium pendulinum J.W.Dawson, 1999","671734"
Syzpen2,"Syzygium pennelii (Guillaumin) J.W.Dawson, 1999","671750"
Syzpoy,"Syzygium poyanum J.W.Dawson, 1999","671735"
Syzpro,"Syzygium propinquum (Guillaumin) J.W.Dawson, 1999","672213"
Syzpse,Syzygium pseudomalaccense (Brongn. & Gris) Govaerts,"830229"
Syzpse2,"Syzygium pseudopinnatum Däniker, 1933","671438"
Syzpte,"Syzygium pterocalyx Brongn. & Gris, 1871","671751"
Syzqua,"Syzygium quadrangulare Guillaumin, 1938","672301"
Syzquaqua,"Syzygium quadrangulare var. quadrangulare Guillaumin, 1938","673445"
Syzquamic,"Syzygium quadrangulare var. microsemmifolium (Guillaumin) J.W.Dawson, 1999","673924"
Syzram,"Syzygium ramilepis J.W.Dawson, 1999","671736"
Syzrho,"Syzygium rhopalanthum Schltr., 1907","671752"
Syzriv,"Syzygium rivulare Vieill. ex Guillaumin, 1938","671439"
Syzsar,"Syzygium sarmentosum J.W.Dawson, 1999","671737"
Syzsch,"Syzygium schistaceum J.W.Dawson, 1999","671738"
Syzsch2,"Syzygium schlechterianum Hochr., 1910","671440"
Syztch,"Syzygium tchambaense J.W.Dawson, 1999","671739"
Syzten,"Syzygium tenuiflorum Brongn. & Gris, 1865","671441"
Syzton,"Syzygium toninense (Baker f.) J.W.Dawson, 1999","671753"
Syzton2,"Syzygium tontoutaense J.W.Dawson, 1999","671740"
Syztri,"Syzygium tripetalum Guillaumin, 1938","671442"
Syzvei,"Syzygium veillonii J.W.Dawson, 1999","671741"
Syzvie,"Syzygium vieillardii N.Snow, Callm. & Byng","921609"
Syzvir,"Syzygium viriosum Craven & J.W.Dawson, 2010","672461"
Syzvir2,"Syzygium virotii J.W.Dawson, 1999","672460"
Syzwag,"Syzygium wagapense Brongn. & Gris, 1866","671443"
Syzxan,"Syzygium xanthostemifolium (Guillaumin) J.W.Dawson, 1999","672214"
CloBro,"Cloezia Brongn. & Gris, 1864","672545"
Cloaqu,"Cloezia aquarum (Guillaumin) J.W.Dawson, 1992","673431"
Cloart,"Cloezia artensis (Montrouz.) P.S.Green, 1969","674495"
Cloartart,"Cloezia artensis var. artensis (Montrouz.) P.S.Green, 1969","674539"
Cloartbas,"Cloezia artensis var. basilaris J.W.Dawson, 1992","674538"
Cloartrip,"Cloezia artensis var. riparia J.W.Dawson, 1992","674621"
Clobux,"Cloezia buxifolia Brongn. & Gris, 1863","673432"
Clodep,"Cloezia deplanchei Brongn. & Gris, 1863","673433"
Cloflo,"Cloezia floribunda Brongn. & Gris, 1863","673434"
Clogla,"Cloezia glaberrima (Guillaumin) J.W.Dawson, 1992","673923"
Xankan,Xanthomyrtus kanalaensis (Hochr.) N.Snow,"673971"
PleBro,"Pleurocalyptus Brongn. & Gris, 1868","672735"
Pleaus2,"Pleurocalyptus austrocaledonicus (Guillaumin) J.W.Dawson, 1992","673441"
Plepan2,"Pleurocalyptus pancheri (Brongn. & Gris) J.W.Dawson, 1992","674284"
PurGug,"Purpureostemon Gugerli, 1939","672748"
Purcil,Purpureostemon ciliatus (J.R.Forst. & G.Forst.) Gugerli,"673442"
Xanaur,"Xanthostemon aurantiacus (Brongn. & Gris) Schltr., 1905","673462"
Xancar,"Xanthostemon carlii J.W.Dawson, 1992","673463"
Xanfer,"Xanthostemon ferrugineus J.W.Dawson, 1992","674289"
Xanfra,"Xanthostemon francii Guillaumin, 1932","673464"
Xangla,"Xanthostemon glaucus Pamp., 1904","673465"
Xangri,Xanthostemon grisei Guillaumin,"673466"
Xangug,"Xanthostemon gugerlii Merr., 1952","674290"
Xanint,Xanthostemon intermedius Gugerli,"673467"
Xanlat,"Xanthostemon lateriflorus Guillaumin, 1934","673468"
Xanlau,Xanthostemon laurinus (Vieill. ex Pamp.) Guillaumin,"674291"
Xanlon,"Xanthostemon longipes Guillaumin, 1932","673469"
Xanmac,"Xanthostemon macrophyllus Pamp., 1905","674434"
Xanmul2,"Xanthostemon multiflorus (Montrouz.) Beauvis., 1901","673470"
Xanmyr,"Xanthostemon myrtifolius (Brongn. & Gris) Pamp., 1906","674292"
Xanpub,"Xanthostemon pubescens (Brongn. & Gris) Sebert & Pancher, 1874","673471"
Xanrub,"Xanthostemon ruber (Brongn. & Gris) Sebert & Pancher, 1874","673472"
Xanseb,"Xanthostemon sebertii Guillaumin, 1934","673473"
Xansul,"Xanthostemon sulfureus Guillaumin, 1921","673474"
Xanvel,Xanthostemon velutinus (Gugerli) J.W.Dawson,"674293"
Xanvie,"Xanthostemon vieillardii (Brongn. & Gris) Nied., 1893","673475"
PsiTho,"Psiloxylon Thouars ex Tul., 1856","705317"
Psimau,"Psiloxylon mauritianum (Bouton ex Hook.f.) Baill., 1871","706723"
OnaJus,"Onagraceae Juss., 1789","187367"
LudW.L,"Ludwigioideae W.L.Wagner & Hoch, 2007","921221"
"LudL.,","Ludwigia L., 1753","445869"
Ludgra,"Ludwigia grandiflora (Michx.) Greuter & Burdet, 1987","106742"
Ludgrahex,"Ludwigia grandiflora subsp. hexapetala (Hook. & Arn.) G.L.Nesom & Kartesz, 2000","612513"
Ludsec,"Ludwigia sect. Isnardia (L.) W.L.Wagner & Hoch, 2007","921156"
Ludsec2,"Ludwigia sect. Oligospermum (Micheli) H.Hara, 1953","921143"
Ludlep,"Ludwigia leptocarpa (Nutt.) H.Hara, 1953","630064"
Ludpal,"Ludwigia palustris (L.) Elliott, 1817","106747"
Ludpep,"Ludwigia peploides (Kunth) P.H.Raven, 1964","106748"
Ludpeppep,"Ludwigia peploides subsp. peploides (Kunth) P.H.Raven, 1964","448692"
Ludpepmon,"Ludwigia peploides subsp. montevidensis (Spreng.) P.H.Raven, 1964","612514"
OnaBei,"Onagroideae Beilschm., 1833","921222"
CirDum,"Circaeeae Dumort., 1827","921224"
"CirL.,","Circaea L., 1753","190849"
Ciralp,"Circaea alpina L., 1753","91256"
Ciralpalp,"Circaea alpina subsp. alpina L., 1753","133298"
Cirxint,"Circaea x intermedia Ehrh., 1789","91267"
Cirlut,"Circaea lutetiana L., 1753","91258"
"FucL.,","Fuchsia L., 1753","445957"
Fuccyr,"Fuchsia cyrtandroides J.W.Moore, 1940","447566"
Fucmag,"Fuchsia magellanica Lam., 1788","99008"
EpiEnd,"Epilobieae Endl., 1830","921225"
"EpiL.,","Epilobium L., 1753","192232"
Epialp,"Epilobium alpestre (Jacq.) Krock., 1787","96127"
Epials,"Epilobium alsinifolium Vill., 1779","96130"
Epiana,"Epilobium anagallidifolium Lam., 1786","96134"
Epiang,"Epilobium angustifolium L., 1753","96136"
Epiangang,"Epilobium angustifolium subsp. angustifolium L., 1753","134108"
Epiangcir,"Epilobium angustifolium subsp. circumvagum Mosquin, 1966","134109"
Epibra,"Epilobium brachycarpum C.Presl, 1831","96143"
Epibru,"Epilobium brunnescens (Cockayne) P.H.Raven & Engelhorn, 1971","96144"
Epicil,"Epilobium ciliatum Raf., 1808","96149"
Epicol,"Epilobium collinum C.C.Gmel., 1826","96150"
Epidod,"Epilobium dodonaei Vill., 1779","96163"
Epidodpra,"Epilobium dodonaei nothosubsp. prantlii (Dalla Torre & Sarnth.) B.Bock, 2012","718227"
Epidodfle,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923","134114"
Epidoddod,"Epilobium dodonaei subsp. dodonaei Vill., 1779","134113"
Epidur,"Epilobium duriaei J.Gay ex Godr., 1849","96165"
Epihir,"Epilobium hirsutum L., 1753","96180"
Epixabo,"Epilobium x abortivum Hausskn., 1884","96289"
Epixagg,"Epilobium x aggregatum ?elak., 1875","96291"
Epixalp,"Epilobium x alpicola Rouy & E.G.Camus, 1901","96292"
